order_id,customer_id,product_id,order_date,quantity,channel,price,amount
2631,622,324,02-06-2024,2,Store,2393,4786
2632,4578,360,23-12-2023,2,Store,2541,5082
2633,1538,5,16-05-2023,3,Store,2531,7593
2634,2338,157,05-04-2023,3,Web,3812,11436
2635,1995,230,08-07-2023,2,Web,3549,7098
2636,2071,116,16-07-2023,3,Store,4438,13314
2637,4902,261,28-05-2022,2,Web,4684,9368
2638,4931,316,16-03-2023,2,Web,3575,7150
2639,2366,321,27-10-2023,1,Store,4667,4667
2640,2846,127,18-02-2023,2,Mobile App,2143,4286
2641,3039,28,21-02-2022,3,Web,2919,8757
2642,855,339,29-03-2022,2,Store,1652,3304
2643,2729,228,28-05-2022,2,Store,773,1546
2644,916,129,01-04-2024,3,Store,1871,5613
2645,4939,29,23-03-2024,3,Mobile App,479,1437
2646,132,179,09-01-2024,1,Store,3065,3065
2647,1117,164,02-03-2022,3,Store,1490,4470
2648,3594,160,29-02-2024,2,Mobile App,4948,9896
2649,861,320,26-04-2024,3,Store,3560,10680
2650,294,398,25-05-2022,3,Web,1545,4635
2651,2689,288,23-09-2022,1,Mobile App,736,736
2652,1000,494,26-02-2024,2,Mobile App,3355,6710
2653,2297,265,08-12-2023,1,Store,3741,3741
2654,3686,467,13-03-2024,1,Web,2607,2607
2655,287,395,07-10-2024,2,Mobile App,4755,9510
2656,450,432,17-08-2022,3,Store,2869,8607
2657,2339,435,27-01-2023,2,Store,1367,2734
2658,3241,388,22-01-2024,1,Mobile App,1241,1241
2659,2704,297,06-09-2023,1,Mobile App,1427,1427
2660,3117,25,27-07-2022,2,Store,2048,4096
2661,4572,145,20-06-2022,1,Mobile App,400,400
2662,253,175,30-09-2023,3,Web,4101,12303
2663,1420,8,21-10-2022,3,Web,3946,11838
2664,2337,314,22-06-2023,2,Store,1104,2208
2665,1236,109,28-03-2022,2,Web,3187,6374
2666,1000,129,07-05-2022,3,Store,1871,5613
2667,3761,2,06-11-2024,2,Mobile App,4116,8232
2668,4117,10,15-07-2023,3,Mobile App,1900,5700
2669,4412,347,03-01-2024,3,Store,4204,12612
2670,2612,117,15-12-2023,3,Store,2216,6648
2671,1447,411,31-12-2023,3,Mobile App,1003,3009
2672,2171,397,14-11-2023,2,Store,1950,3900
2673,2922,319,27-01-2022,3,Web,4538,13614
2674,3684,11,10-05-2022,3,Web,2356,7068
2675,2262,398,19-05-2023,1,Web,1545,1545
2676,1946,96,08-11-2023,1,Mobile App,2609,2609
2677,4935,464,23-08-2023,1,Mobile App,2426,2426
2678,1854,380,21-09-2024,1,Mobile App,1873,1873
2679,600,93,04-06-2024,2,Store,2727,5454
2680,4888,102,06-05-2022,1,Mobile App,2790,2790
2681,4136,98,21-07-2024,1,Mobile App,2704,2704
2682,3404,282,16-04-2024,1,Web,2389,2389
2683,2991,453,13-12-2023,2,Mobile App,457,914
2684,4744,467,15-03-2022,3,Store,2607,7821
2685,4278,295,18-01-2024,1,Store,1248,1248
2686,4361,348,14-12-2023,3,Web,3493,10479
2687,2819,156,01-09-2023,1,Web,4083,4083
2688,863,145,08-06-2022,2,Store,400,800
2689,4528,421,13-03-2023,2,Web,4871,9742
2690,4056,364,02-01-2024,2,Web,580,1160
2691,1220,211,04-12-2024,3,Store,1981,5943
2692,3796,155,19-06-2023,2,Web,2568,5136
2693,4605,242,02-01-2024,3,Store,477,1431
2694,4543,76,28-11-2023,2,Store,2831,5662
2695,528,323,12-09-2022,1,Store,2773,2773
2696,2923,378,16-11-2023,1,Web,4987,4987
2697,3205,452,02-01-2022,1,Store,4376,4376
2698,1163,175,22-04-2022,1,Mobile App,4101,4101
2699,4765,111,10-07-2024,3,Mobile App,4276,12828
2700,3565,459,06-07-2023,2,Mobile App,4124,8248
2701,847,418,05-02-2023,3,Web,2659,7977
2702,2118,18,09-01-2023,3,Store,3155,9465
2703,3087,291,19-04-2022,1,Mobile App,1920,1920
2704,1771,274,18-06-2022,2,Store,4707,9414
2705,3284,238,10-10-2022,3,Web,1158,3474
2706,1826,198,01-05-2024,3,Web,599,1797
2707,3324,162,25-06-2023,3,Mobile App,1318,3954
2708,446,417,16-07-2022,3,Web,973,2919
2709,1026,384,03-02-2022,2,Web,3776,7552
2710,1772,200,09-09-2022,1,Store,1777,1777
2711,1360,234,22-09-2022,1,Store,1244,1244
2712,19,383,25-07-2022,3,Mobile App,3498,10494
2713,561,340,15-01-2023,2,Mobile App,1896,3792
2714,472,498,23-02-2022,2,Store,1429,2858
2715,28,468,27-10-2024,3,Web,3376,10128
2716,560,43,16-11-2022,2,Mobile App,638,1276
2717,2656,82,21-10-2022,3,Store,1559,4677
2718,3237,27,23-10-2024,1,Web,2176,2176
2719,4554,304,07-11-2022,1,Web,1404,1404
2720,945,69,02-11-2023,1,Web,2891,2891
2721,3949,199,25-10-2022,3,Mobile App,2643,7929
2722,3657,406,09-04-2024,3,Mobile App,1885,5655
2723,4964,418,27-09-2022,1,Store,2659,2659
2724,3064,427,22-03-2024,3,Store,3939,11817
2725,1980,461,06-08-2024,2,Store,1149,2298
2726,2717,372,08-05-2024,1,Store,2965,2965
2727,4922,480,28-06-2022,2,Store,4339,8678
2728,816,216,12-01-2024,2,Mobile App,3897,7794
2729,2327,124,10-03-2022,3,Web,2228,6684
2730,2331,16,25-02-2024,3,Web,1093,3279
2731,1003,126,09-02-2022,1,Mobile App,391,391
2732,1543,14,11-09-2022,3,Web,3271,9813
2733,4205,39,12-02-2024,3,Mobile App,1216,3648
2734,1230,199,13-03-2024,2,Web,2643,5286
2735,3306,108,03-01-2023,3,Web,3919,11757
2736,2530,268,02-09-2024,1,Store,4022,4022
2737,1431,468,01-07-2022,3,Mobile App,3376,10128
2738,3913,353,08-11-2023,1,Web,3894,3894
2739,1533,311,13-12-2022,2,Mobile App,2587,5174
2740,1893,390,13-06-2024,2,Mobile App,2074,4148
2741,3125,40,14-06-2022,2,Store,2370,4740
2742,1422,347,18-05-2023,1,Store,4204,4204
2743,391,269,28-02-2024,2,Store,2360,4720
2744,2819,69,31-03-2023,2,Web,2891,5782
2745,1870,152,27-03-2024,3,Web,3540,10620
2746,2961,458,26-01-2023,1,Web,3095,3095
2747,1196,187,08-05-2023,2,Web,4418,8836
2748,2606,430,07-03-2024,3,Store,1853,5559
2749,858,352,14-03-2022,3,Mobile App,3296,9888
2750,3228,457,14-12-2024,2,Mobile App,3203,6406
2751,1517,241,04-12-2023,1,Mobile App,2717,2717
2752,1154,227,01-01-2025,2,Web,4911,9822
2753,843,428,27-11-2023,3,Web,3451,10353
2754,1683,204,17-04-2023,1,Web,1665,1665
2755,295,267,30-10-2023,3,Mobile App,1195,3585
2756,645,118,25-12-2024,2,Web,1674,3348
2757,3634,317,02-01-2023,1,Mobile App,910,910
2758,2136,292,01-11-2024,2,Web,3801,7602
2759,111,456,23-04-2023,2,Mobile App,545,1090
2760,584,394,14-01-2023,2,Web,4301,8602
2761,3226,462,09-03-2024,3,Store,2110,6330
2762,1487,222,23-11-2024,1,Web,3127,3127
2763,4865,385,24-04-2024,1,Mobile App,4794,4794
2764,1649,63,16-12-2022,3,Mobile App,3252,9756
2765,2382,396,27-09-2023,1,Mobile App,2981,2981
2766,106,5,16-08-2024,1,Store,2531,2531
2767,3554,334,21-07-2022,2,Store,4479,8958
2768,1695,292,23-07-2022,2,Mobile App,3801,7602
2769,1734,145,26-09-2023,3,Mobile App,400,1200
2770,382,442,18-07-2023,1,Mobile App,4689,4689
2771,2737,150,17-12-2022,3,Web,404,1212
2772,4357,159,29-07-2024,3,Mobile App,1089,3267
2773,1317,410,14-08-2024,3,Web,3632,10896
2774,2703,269,24-06-2024,3,Store,2360,7080
2775,4916,447,10-03-2022,2,Store,2159,4318
2776,4075,451,18-11-2024,3,Mobile App,488,1464
2777,4805,491,19-04-2023,1,Store,3017,3017
2778,907,319,09-10-2023,2,Web,4538,9076
2779,663,11,19-09-2022,2,Web,2356,4712
2780,463,69,19-01-2023,3,Mobile App,2891,8673
2781,2903,192,17-06-2022,2,Mobile App,3926,7852
2782,4681,102,02-03-2022,2,Store,2790,5580
2783,943,452,10-09-2023,2,Mobile App,4376,8752
2784,158,32,06-01-2024,2,Mobile App,2324,4648
2785,3310,202,16-06-2022,2,Mobile App,3256,6512
2786,1327,266,25-05-2024,2,Web,3812,7624
2787,2718,108,07-04-2022,1,Store,3919,3919
2788,2669,54,25-08-2022,2,Mobile App,1100,2200
2789,2569,439,17-08-2024,2,Mobile App,4888,9776
2790,3393,338,21-11-2023,3,Mobile App,4202,12606
2791,2107,190,09-05-2024,2,Web,3967,7934
2792,4800,239,17-07-2023,2,Web,3860,7720
2793,648,439,21-01-2022,3,Mobile App,4888,14664
2794,3323,343,12-08-2024,1,Store,4598,4598
2795,2939,338,10-01-2024,1,Web,4202,4202
2796,2484,291,27-07-2023,2,Mobile App,1920,3840
2797,4242,323,14-11-2022,1,Store,2773,2773
2798,2907,321,06-11-2022,1,Mobile App,4667,4667
2799,3026,273,09-06-2023,1,Store,2099,2099
2800,1376,42,14-11-2024,1,Web,2081,2081
2801,1824,443,09-03-2022,2,Store,1471,2942
2802,245,198,02-12-2023,2,Web,599,1198
2803,2349,377,25-02-2023,3,Web,2996,8988
2804,868,121,07-01-2023,2,Store,1736,3472
2805,2862,395,04-12-2024,2,Web,4755,9510
2806,480,334,05-04-2023,1,Store,4479,4479
2807,2463,497,19-02-2023,1,Store,2882,2882
2808,1936,284,04-07-2022,2,Web,3317,6634
2809,3374,295,23-10-2022,2,Web,1248,2496
2810,3022,182,02-07-2022,1,Web,4340,4340
2811,3193,100,17-09-2022,2,Web,2276,4552
2812,88,11,30-12-2022,2,Web,2356,4712
2813,1241,371,23-10-2022,1,Mobile App,3135,3135
2814,573,233,09-04-2023,1,Mobile App,4242,4242
2815,814,442,07-03-2022,3,Mobile App,4689,14067
2816,179,117,13-11-2023,2,Mobile App,2216,4432
2817,1726,424,26-04-2023,1,Mobile App,509,509
2818,163,500,14-06-2024,1,Store,4766,4766
2819,2641,388,25-12-2023,2,Web,1241,2482
2820,1006,64,01-07-2022,2,Mobile App,1311,2622
2821,2349,176,25-10-2023,1,Store,1669,1669
2822,2422,454,31-10-2023,2,Store,3017,6034
2823,2756,486,02-11-2024,3,Mobile App,4594,13782
2824,4299,83,10-02-2023,1,Mobile App,4938,4938
2825,4143,415,11-08-2024,1,Mobile App,1598,1598
2826,4559,2,29-10-2023,2,Mobile App,4116,8232
2827,3742,299,13-07-2023,1,Store,4312,4312
2828,4504,217,29-01-2023,2,Web,1627,3254
2829,1218,242,13-05-2023,3,Web,477,1431
2830,2475,297,09-02-2022,3,Store,1427,4281
2831,930,60,05-01-2022,3,Mobile App,1281,3843
2832,317,368,19-07-2023,1,Web,2072,2072
2833,1503,203,02-03-2024,3,Mobile App,3218,9654
2834,421,430,25-04-2023,2,Web,1853,3706
2835,4359,40,24-11-2024,2,Web,2370,4740
2836,1450,315,04-07-2023,3,Web,1098,3294
2837,428,45,27-06-2023,3,Store,3170,9510
2838,397,298,22-05-2023,2,Mobile App,491,982
2839,796,119,19-04-2022,3,Web,2145,6435
2840,107,492,07-06-2022,3,Web,3453,10359
2841,4050,405,15-07-2022,3,Web,3658,10974
2842,98,131,19-10-2023,2,Mobile App,4740,9480
2843,1904,450,16-01-2023,2,Web,3877,7754
2844,3571,395,17-01-2023,3,Store,4755,14265
2845,3302,280,23-01-2023,2,Web,3108,6216
2846,43,50,15-01-2023,3,Web,1746,5238
2847,1578,88,04-03-2024,3,Store,2292,6876
2848,4191,21,14-08-2023,3,Mobile App,384,1152
2849,4284,409,27-03-2023,1,Mobile App,3091,3091
2850,385,388,18-05-2022,1,Web,1241,1241
2851,4915,232,12-10-2024,3,Mobile App,2034,6102
2852,3472,381,25-06-2023,1,Store,1440,1440
2853,3578,43,28-11-2023,3,Mobile App,638,1914
2854,3239,431,14-01-2023,1,Web,3506,3506
2855,1697,23,10-07-2022,3,Store,1422,4266
2856,2135,444,30-10-2022,1,Web,471,471
2857,3893,216,02-12-2024,2,Store,3897,7794
2858,2537,277,13-12-2024,2,Store,638,1276
2859,4322,194,22-07-2024,1,Web,3122,3122
2860,2393,215,28-08-2023,3,Web,3718,11154
2861,4614,179,24-06-2024,1,Mobile App,3065,3065
2862,3816,143,26-11-2023,1,Mobile App,2778,2778
2863,296,314,07-03-2023,2,Web,1104,2208
2864,414,26,16-03-2024,2,Web,3409,6818
2865,1996,218,21-09-2023,2,Mobile App,914,1828
2866,4,476,07-07-2022,1,Web,2786,2786
2867,178,59,07-09-2024,2,Store,4177,8354
2868,746,346,13-09-2022,2,Mobile App,1429,2858
2869,4355,45,21-09-2023,2,Mobile App,3170,6340
2870,652,450,19-02-2024,3,Store,3877,11631
2871,3890,419,20-04-2022,3,Store,4599,13797
2872,3272,224,08-11-2022,1,Web,3079,3079
2873,2483,350,10-07-2022,2,Web,3996,7992
2874,290,256,10-09-2024,1,Store,2563,2563
2875,803,110,20-03-2023,1,Store,797,797
2876,2531,320,09-05-2022,2,Mobile App,3560,7120
2877,234,340,06-02-2024,1,Mobile App,1896,1896
2878,408,250,18-01-2023,2,Mobile App,381,762
2879,694,77,17-06-2022,2,Web,3161,6322
2880,1170,283,02-06-2022,3,Mobile App,4597,13791
2881,4658,87,29-05-2024,1,Store,2867,2867
2882,2478,250,14-03-2023,1,Mobile App,381,381
2883,432,208,04-08-2022,2,Store,2409,4818
2884,2545,159,04-09-2024,3,Store,1089,3267
2885,983,12,25-09-2022,3,Web,4631,13893
2886,3161,225,13-04-2024,1,Web,2146,2146
2887,3045,358,23-05-2024,3,Mobile App,1943,5829
2888,4993,301,19-10-2022,1,Mobile App,4030,4030
2889,3925,384,04-06-2024,1,Mobile App,3776,3776
2890,3313,32,01-02-2022,3,Web,2324,6972
2891,4874,54,01-05-2022,2,Store,1100,2200
2892,4319,450,15-05-2024,1,Store,3877,3877
2893,1689,242,05-02-2024,1,Web,477,477
2894,468,369,02-03-2023,1,Mobile App,2464,2464
2895,2617,115,28-07-2024,1,Web,3981,3981
2896,1346,471,08-11-2023,3,Store,3202,9606
2897,2423,288,12-09-2024,3,Web,736,2208
2898,4508,399,15-03-2024,3,Web,2561,7683
2899,4722,104,19-02-2023,3,Store,4103,12309
2900,1012,311,30-09-2024,1,Web,2587,2587
2901,1678,297,14-03-2023,2,Web,1427,2854
2902,3698,127,18-02-2023,2,Web,2143,4286
2903,4898,40,19-12-2023,3,Mobile App,2370,7110
2904,4067,72,17-02-2024,1,Store,1465,1465
2905,1893,235,07-01-2024,3,Mobile App,1811,5433
2906,2870,370,23-03-2022,2,Store,491,982
2907,4351,433,09-09-2022,3,Store,2928,8784
2908,1487,470,23-12-2022,1,Store,919,919
2909,3340,247,27-10-2023,1,Web,3247,3247
2910,1417,294,02-02-2022,1,Mobile App,4608,4608
2911,4858,247,20-11-2024,3,Store,3247,9741
2912,2847,312,14-09-2024,2,Mobile App,2721,5442
2913,1358,34,28-02-2023,1,Mobile App,1186,1186
2914,4061,129,24-07-2024,2,Mobile App,1871,3742
2915,4661,10,15-07-2024,2,Mobile App,1900,3800
2916,1392,168,16-08-2023,3,Web,1074,3222
2917,1579,272,23-12-2024,3,Web,2197,6591
2918,3750,216,16-01-2023,2,Store,3897,7794
2919,3626,430,20-02-2022,1,Store,1853,1853
2920,2504,408,04-12-2023,1,Web,688,688
2921,3138,240,01-07-2023,3,Store,529,1587
2922,2910,14,03-03-2022,1,Web,3271,3271
2923,2665,90,07-10-2022,2,Mobile App,2640,5280
2924,400,423,09-10-2023,1,Mobile App,1316,1316
2925,4383,18,04-07-2022,3,Web,3155,9465
2926,3958,340,14-11-2023,2,Store,1896,3792
2927,2234,169,06-06-2024,2,Store,3111,6222
2928,1540,56,08-01-2023,1,Web,3037,3037
2929,237,164,27-01-2022,1,Web,1490,1490
2930,4911,152,01-01-2025,2,Mobile App,3540,7080
2931,928,90,23-08-2023,3,Store,2640,7920
2932,4510,285,23-03-2022,3,Mobile App,4859,14577
2933,420,496,03-11-2022,1,Web,4942,4942
2934,4125,22,30-03-2023,3,Store,3401,10203
2935,2396,267,03-10-2022,2,Mobile App,1195,2390
2936,661,297,20-08-2023,3,Store,1427,4281
2937,2624,433,14-05-2023,2,Store,2928,5856
2938,3951,246,12-05-2023,1,Web,3140,3140
2939,450,139,21-01-2024,3,Mobile App,2049,6147
2940,380,52,15-11-2024,2,Web,1783,3566
2941,1251,67,27-04-2024,1,Mobile App,2426,2426
2942,2460,85,21-04-2022,2,Web,1751,3502
2943,2999,250,13-08-2023,3,Web,381,1143
2944,4452,331,29-11-2022,2,Web,3157,6314
2945,2302,392,06-12-2024,1,Mobile App,735,735
2946,727,415,25-08-2022,1,Web,1598,1598
2947,1468,123,12-12-2024,3,Store,1670,5010
2948,2729,202,12-12-2024,1,Web,3256,3256
2949,3153,6,11-04-2024,3,Store,1861,5583
2950,3521,337,30-08-2023,1,Mobile App,2504,2504
2951,4906,486,03-02-2024,3,Store,4594,13782
2952,3355,199,13-07-2022,1,Store,2643,2643
2953,416,224,17-04-2024,3,Store,3079,9237
2954,600,13,24-05-2023,2,Store,1009,2018
2955,3075,6,08-10-2024,2,Store,1861,3722
2956,4175,451,10-04-2023,3,Mobile App,488,1464
2957,1568,411,26-08-2022,1,Mobile App,1003,1003
2958,1095,121,25-05-2024,1,Mobile App,1736,1736
2959,2944,45,07-07-2023,3,Mobile App,3170,9510
2960,4154,362,06-01-2022,1,Mobile App,1968,1968
2961,1448,26,08-08-2024,3,Mobile App,3409,10227
2962,1493,4,25-05-2024,2,Web,1890,3780
2963,2672,293,22-10-2022,3,Store,3219,9657
2964,1459,277,02-03-2024,1,Mobile App,638,638
2965,1209,499,17-03-2023,1,Web,2574,2574
2966,4935,284,07-02-2024,3,Mobile App,3317,9951
2967,2213,210,16-11-2024,3,Mobile App,1752,5256
2968,1355,288,22-04-2022,3,Web,736,2208
2969,213,359,01-04-2022,3,Mobile App,1134,3402
2970,3895,181,01-02-2022,2,Store,1016,2032
2971,4603,253,30-12-2024,1,Store,1516,1516
2972,2964,417,20-02-2022,1,Web,973,973
2973,2849,282,23-12-2024,3,Mobile App,2389,7167
2974,3043,145,26-03-2023,3,Store,400,1200
2975,3035,440,15-12-2023,3,Web,4366,13098
2976,1733,116,01-09-2023,2,Store,4438,8876
2977,3082,349,17-02-2023,2,Web,617,1234
2978,1271,468,19-06-2022,3,Web,3376,10128
2979,4869,30,22-03-2023,1,Store,1096,1096
2980,1530,377,15-10-2022,2,Mobile App,2996,5992
2981,1082,242,01-11-2024,1,Web,477,477
2982,3532,5,29-03-2024,2,Store,2531,5062
2983,1152,374,14-12-2024,3,Store,606,1818
2984,1723,262,15-02-2022,3,Store,2930,8790
2985,717,106,10-10-2023,1,Web,4127,4127
2986,4200,124,28-03-2023,3,Mobile App,2228,6684
2987,2191,446,28-03-2022,1,Store,1443,1443
2988,205,499,17-06-2024,3,Store,2574,7722
2989,3830,394,29-11-2024,3,Web,4301,12903
2990,3110,326,15-08-2022,1,Mobile App,4301,4301
2991,4095,138,30-07-2023,3,Web,2177,6531
2992,1333,106,06-08-2024,2,Mobile App,4127,8254
2993,2049,213,10-09-2024,3,Web,2151,6453
2994,1850,300,05-10-2023,1,Mobile App,4060,4060
2995,4843,56,12-05-2022,3,Store,3037,9111
2996,1238,132,23-08-2024,2,Web,2425,4850
2997,2019,269,20-03-2022,3,Mobile App,2360,7080
2998,518,122,22-04-2023,3,Store,3390,10170
2999,1439,202,20-07-2023,2,Store,3256,6512
3000,4087,208,24-05-2022,3,Mobile App,2409,7227
3001,2053,275,21-02-2024,3,Web,3080,9240
3002,4369,454,11-03-2024,1,Store,3017,3017
3003,4518,90,07-08-2022,1,Mobile App,2640,2640
3004,2313,190,23-08-2022,1,Web,3967,3967
3005,2260,265,21-01-2024,1,Store,3741,3741
3006,3150,46,01-04-2023,2,Mobile App,3882,7764
3007,782,312,16-06-2023,1,Store,2721,2721
3008,2714,330,17-09-2023,1,Web,2817,2817
3009,1245,40,17-09-2024,3,Web,2370,7110
3010,2417,67,26-04-2023,2,Store,2426,4852
3011,976,113,13-01-2023,2,Web,4957,9914
3012,3492,339,10-08-2023,1,Web,1652,1652
3013,3426,62,06-08-2023,3,Mobile App,2388,7164
3014,417,227,21-01-2022,2,Store,4911,9822
3015,215,174,18-06-2024,2,Store,1704,3408
3016,3979,134,15-07-2022,1,Mobile App,563,563
3017,1136,285,27-04-2024,1,Web,4859,4859
3018,3776,275,25-12-2024,1,Store,3080,3080
3019,1583,114,03-03-2023,3,Store,4427,13281
3020,4524,108,14-01-2022,1,Mobile App,3919,3919
3021,733,143,16-12-2023,2,Web,2778,5556
3022,2747,57,04-12-2022,2,Mobile App,3795,7590
3023,2264,294,28-06-2022,1,Store,4608,4608
3024,4509,277,12-08-2024,2,Web,638,1276
3025,3805,492,13-12-2022,3,Web,3453,10359
3026,2428,51,28-01-2023,1,Mobile App,1679,1679
3027,232,423,22-03-2022,2,Web,1316,2632
3028,4931,471,02-11-2024,2,Store,3202,6404
3029,4354,276,17-10-2023,1,Store,1427,1427
3030,403,234,09-10-2022,2,Store,1244,2488
3031,4866,242,05-01-2022,2,Web,477,954
3032,65,258,09-04-2022,1,Web,744,744
3033,2238,237,16-11-2022,3,Store,4826,14478
3034,950,32,07-01-2022,2,Mobile App,2324,4648
3035,173,367,15-12-2024,3,Store,1546,4638
3036,2676,348,05-06-2022,3,Mobile App,3493,10479
3037,1251,248,19-08-2022,3,Store,2074,6222
3038,3049,132,02-06-2023,3,Mobile App,2425,7275
3039,4006,263,14-11-2022,3,Mobile App,1467,4401
3040,638,259,26-10-2023,2,Web,1222,2444
3041,949,281,21-12-2022,2,Mobile App,3329,6658
3042,2261,368,14-02-2022,3,Web,2072,6216
3043,1695,250,21-09-2024,1,Store,381,381
3044,4848,265,23-09-2023,3,Mobile App,3741,11223
3045,4758,215,07-05-2022,1,Mobile App,3718,3718
3046,143,215,13-10-2024,2,Store,3718,7436
3047,4582,497,29-06-2022,1,Store,2882,2882
3048,1461,282,11-02-2024,2,Mobile App,2389,4778
3049,3888,488,15-10-2024,1,Mobile App,1373,1373
3050,293,320,29-11-2022,3,Web,3560,10680
3051,1644,18,31-05-2024,2,Web,3155,6310
3052,2719,472,20-06-2023,1,Mobile App,2707,2707
3053,838,347,13-05-2022,3,Mobile App,4204,12612
3054,1038,493,13-04-2022,1,Store,4426,4426
3055,272,2,07-11-2022,1,Store,4116,4116
3056,1959,1,10-04-2023,1,Web,3075,3075
3057,2370,304,31-10-2022,2,Web,1404,2808
3058,806,464,17-01-2022,2,Store,2426,4852
3059,3175,447,28-07-2024,3,Store,2159,6477
3060,883,363,18-08-2022,1,Store,2853,2853
3061,832,216,03-12-2023,1,Store,3897,3897
3062,3172,164,18-11-2024,2,Store,1490,2980
3063,2192,191,24-03-2022,2,Store,2546,5092
3064,2041,75,10-04-2022,1,Web,2483,2483
3065,1595,26,01-02-2023,1,Store,3409,3409
3066,1627,262,07-09-2022,1,Mobile App,2930,2930
3067,3585,282,10-09-2022,2,Mobile App,2389,4778
3068,274,221,04-07-2023,1,Mobile App,1123,1123
3069,590,43,08-08-2022,1,Mobile App,638,638
3070,2701,122,07-08-2023,2,Web,3390,6780
3071,583,129,14-09-2022,2,Mobile App,1871,3742
3072,3634,265,16-02-2023,2,Web,3741,7482
3073,1991,283,07-12-2023,2,Mobile App,4597,9194
3074,1259,71,02-04-2024,1,Store,2821,2821
3075,2867,373,25-05-2024,2,Store,2863,5726
3076,3739,374,14-11-2023,2,Store,606,1212
3077,572,259,15-07-2022,1,Store,1222,1222
3078,545,445,23-02-2023,3,Web,4926,14778
3079,4223,201,19-06-2023,1,Store,1382,1382
3080,4829,130,04-08-2022,1,Store,1131,1131
3081,4513,380,16-08-2023,1,Web,1873,1873
3082,638,330,25-05-2022,1,Mobile App,2817,2817
3083,41,81,20-07-2022,1,Web,345,345
3084,4883,254,18-12-2024,1,Mobile App,3560,3560
3085,4393,415,30-03-2024,1,Store,1598,1598
3086,1621,65,23-11-2024,3,Web,3764,11292
3087,3673,378,23-06-2024,1,Mobile App,4987,4987
3088,4138,146,02-08-2023,1,Web,3387,3387
3089,4129,134,11-01-2022,1,Mobile App,563,563
3090,1300,102,12-02-2022,1,Store,2790,2790
3091,4712,489,19-11-2024,1,Store,1465,1465
3092,160,42,15-01-2024,3,Store,2081,6243
3093,1953,367,12-04-2023,2,Mobile App,1546,3092
3094,1732,196,09-12-2022,2,Store,1150,2300
3095,2447,360,04-10-2023,1,Web,2541,2541
3096,3163,260,11-05-2023,3,Mobile App,4588,13764
3097,1733,99,16-06-2023,3,Web,1742,5226
3098,581,388,19-12-2023,3,Mobile App,1241,3723
3099,220,65,25-05-2024,2,Mobile App,3764,7528
3100,4475,297,09-06-2022,2,Web,1427,2854
3101,1750,427,26-01-2022,3,Store,3939,11817
3102,1471,223,01-05-2023,2,Web,4107,8214
3103,4329,245,27-02-2023,2,Store,1913,3826
3104,1395,183,06-10-2022,1,Web,2011,2011
3105,922,403,10-04-2023,1,Mobile App,4781,4781
3106,2774,149,15-09-2023,1,Web,3620,3620
3107,4463,442,31-08-2024,3,Web,4689,14067
3108,4577,414,13-06-2024,1,Mobile App,4474,4474
3109,3435,116,13-02-2022,3,Store,4438,13314
3110,3583,391,04-02-2023,1,Store,1721,1721
3111,1119,453,04-04-2022,3,Mobile App,457,1371
3112,1866,320,26-10-2024,2,Store,3560,7120
3113,4312,258,08-10-2024,3,Store,744,2232
3114,725,371,14-01-2022,2,Store,3135,6270
3115,712,451,26-02-2024,1,Mobile App,488,488
3116,1826,384,28-11-2024,2,Mobile App,3776,7552
3117,3927,79,23-02-2023,2,Web,1955,3910
3118,391,231,08-04-2023,1,Web,2092,2092
3119,1071,357,28-03-2022,3,Web,2189,6567
3120,4488,119,20-10-2022,3,Store,2145,6435
3121,2766,74,30-08-2022,3,Web,909,2727
3122,4481,9,04-04-2023,1,Store,3538,3538
3123,2429,279,13-10-2022,3,Store,1472,4416
3124,4495,270,15-06-2022,2,Store,3334,6668
3125,2148,54,23-01-2022,1,Web,1100,1100
3126,3573,380,01-01-2025,3,Web,1873,5619
3127,4479,45,20-06-2022,2,Web,3170,6340
3128,2755,225,25-07-2023,2,Store,2146,4292
3129,3264,16,13-01-2022,3,Store,1093,3279
3130,3826,212,05-03-2023,1,Mobile App,2603,2603
3131,3417,200,30-06-2022,2,Mobile App,1777,3554
3132,2058,241,01-01-2022,2,Store,2717,5434
3133,2312,102,12-12-2023,2,Mobile App,2790,5580
3134,2880,482,11-08-2023,2,Store,4393,8786
3135,3643,95,29-08-2023,3,Mobile App,3849,11547
3136,2610,365,20-12-2022,1,Store,3062,3062
3137,1431,185,06-04-2023,2,Mobile App,308,616
3138,1914,136,09-03-2024,2,Store,1829,3658
3139,758,25,22-04-2023,2,Web,2048,4096
3140,2135,425,11-03-2024,1,Mobile App,798,798
3141,1913,318,15-10-2022,2,Store,2106,4212
3142,1740,333,04-04-2023,1,Web,1396,1396
3143,3218,402,25-08-2022,1,Store,4189,4189
3144,4757,50,27-05-2023,1,Web,1746,1746
3145,1135,169,23-07-2023,1,Store,3111,3111
3146,3713,290,21-03-2022,3,Store,4960,14880
3147,765,100,14-02-2024,3,Store,2276,6828
3148,2726,370,29-11-2023,3,Mobile App,491,1473
3149,3369,81,25-06-2024,2,Web,345,690
3150,3498,12,21-04-2022,1,Web,4631,4631
3151,1673,208,21-09-2024,1,Web,2409,2409
3152,3406,77,30-10-2024,3,Mobile App,3161,9483
3153,583,75,24-10-2024,3,Mobile App,2483,7449
3154,4767,462,15-09-2024,1,Web,2110,2110
3155,4634,170,24-09-2022,3,Mobile App,1680,5040
